LFQ intensity a1	LFQ intensity a2	LFQ intensity a3	LFQ intensity a4	LFQ intensity b1	LFQ intensity b2	LFQ intensity b3	LFQ intensity b4	LFQ intensity c1	LFQ intensity c2	LFQ intensity c3	LFQ intensity c4	LFQ intensity d1	LFQ intensity d2	LFQ intensity d3	LFQ intensity d4	LFQ intensity e1	LFQ intensity e2	LFQ intensity e3	LFQ intensity e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	Protein IDs	Majority protein IDs	Protein names	Gene names
NaN	24.04835	24.61902	24.59878	24.46276	NaN	NaN	NaN	NaN	24.18805	NaN	NaN	NaN	NaN	NaN	23.92461	24.43695	NaN	NaN	NaN												4	4	4	10.8	10.8	10.8	76.889	0	18.772	338660000	38	1	0.898982194141298	0.0407129923502616	0	1	0.90403897965033	-0.233998616536457	0	1	0.89151463963964	-0.49744160970052	0	1	0.780635962763351	0.01490084330241	0	1	0.905231118682567	-0.274711608886719	0	1	0.892948488241881	-0.538154602050781	0	1	0.780331873479319	-0.0258121490478516	0	1	0.89452034802133	-0.263442993164063	0	1	0.783025128080019	0.248899459838867	0	1	0.77898401937046	0.51234245300293	0	Q969X6	Q969X6	Cirhin	CIRH1A
26.47163	26.70662	26.42411	26.45537	26.65608	26.77869	26.27643	26.2156	26.5373	26.22066	26.28826	26.47174	26.32435	26.53179	26.42357	26.36446	26.41637	26.64952	26.48976	26.45342												6	6	6	13.3	13.3	13.3	70.737	0	15.511	2006300000	95	0.83799501766985	0.914758821389596	-0.0327296257019043	-0.213515919139743	0.221396424089272	0.290642599277978	-0.134941101074219	-1.36440551133756	0.238375268853813	0.235204397801099	-0.103387355804443	-1.3091727344989	0.887845872423793	0.841983989326218	-0.0121641159057617	-0.147133882562003	0.540945475152935	0.761346685741536	-0.102211475372314	-0.64804608026071	0.645690462635221	0.712389548693587	-0.0706577301025391	-0.483781327789494	0.894093712500052	0.860280953936622	0.0205655097961426	0.138873928324354	0.730057889550814	0.915988580750408	0.0315537452697754	0.361579980780539	0.2242986041749	0.346014294996751	0.122776985168457	1.35470044421111	0.230281658277569	0.527930058284763	0.0912232398986816	1.33504497985738	Q969Z0	Q969Z0	Protein TBRG4	TBRG4
23.8893	24.162	NaN	23.85538	24.26492	24.51334	24.00898	23.8798	NaN	24.44253	24.34841	NaN	24.24031	24.55262	24.18503	23.91534	24.30605	24.11203	23.70261	NaN												2	2	2	18.4	18.4	18.4	16.693	0	7.0017	355600000	46	0.333829230338824	0.634796116504854	0.19786564509074	1.06926770638739	0.0464738427524836	0.0899705549263873	0.426574389139812	3.27862771353568	0.205035167043557	0.204284210526316	0.254429976145428	1.45649321684523	0.742544171249932	0.660615065653075	0.0713367462158203	0.35208061633298	0.342914999172467	0.631094682230869	0.228708744049072	1.07495243388505	0.778144375988482	0.809949158610813	0.0565643310546875	0.294712800934977	0.595204824790453	0.554884303610906	-0.12652889887492	-0.567025670466284	0.434073768597766	0.785631707317073	-0.172144412994385	-0.868604270422809	0.223655897253349	0.345416666666667	-0.355237642923992	-1.52934959935622	0.432580647840201	0.700450892857143	-0.183093229929607	-0.853061084859077	Q96A00	Q96A00	Protein phosphatase 1 regulatory subunit 14A	PPP1R14A
26.20548	25.66909	26.37557	26.36601	26.02013	25.71858	26.30121	26.4639	26.05662	26.32112	26.29479	26.11345	25.99617	26.15763	26.19959	25.97762	25.64017	25.72812	26.01272	25.70562									+		e_c	5	5	5	34.4	34.4	34.4	17.342	0	54.774	1606200000	59	0.908175377435506	0.953616466552316	-0.0280814170837402	-0.120296583364181	0.820175318558478	0.83407323943662	0.0424556732177734	0.237494001523016	0.698717562241471	0.667669433417539	-0.0712833404541016	-0.406154783975172	0.0850602570118141	0.0596971396522715	-0.382383823394775	-2.05996765847915	0.703220183138392	0.849818036711891	0.0705370903015137	0.399696412223498	0.811319720747835	0.835270563528176	-0.0432019233703613	-0.249468019994135	0.101616833904336	0.119525286581254	-0.354302406311035	-1.93161200396338	0.235809684624003	0.635630188679245	-0.113739013671875	-1.31728778057455	0.00687465472399915	0.0297142857142857	-0.424839496612549	-4.03072148129899	0.0206375584213057	0.163628647214854	-0.311100482940674	-3.11799416033342	Q96A26	Q96A26	Protein FAM162A	FAM162A
27.12819	27.23617	27.12426	27.22361	27.09336	27.10999	27.35674	27.30243	27.12445	27.07378	27.17064	27.2716	27.29981	27.16567	27.16557	27.09174	27.00292	27.1333	27.17436	27.23004												10	10	10	23.8	23.8	23.8	55.873	0	32.77	3347300000	152	0.626370500699753	0.809280928986155	0.037569522857666	0.51287079989618	0.740508033259976	0.761870873074101	-0.0179414749145508	-0.346902112622203	0.961718554464769	0.967561967213115	0.0026392936706543	0.0500350139690241	0.479457694125031	0.379643773584906	-0.0429015159606934	-0.753867569687419	0.508406704250453	0.738220901436355	-0.0555109977722168	-0.70298958584818	0.676311642458735	0.735104592821305	-0.0349302291870117	-0.438587938628996	0.366792837708173	0.357633362293658	-0.0804710388183594	-0.975922301939014	0.745032074516687	0.9190384	0.0205807685852051	0.34057443811319	0.710400005186209	0.758006713912719	-0.0249600410461426	-0.389436889565699	0.509317371102368	0.748821535393819	-0.0455408096313477	-0.70142108396017	Q96A33	Q96A33	Coiled-coil domain-containing protein 47	CCDC47
26.04964	26.00314	25.98874	25.98917	26.0232	26.06124	25.95065	26.02897	25.85612	26.01825	25.96688	25.99641	25.77683	26.02631	25.77789	25.90887	25.90763	25.72354	25.66487	26.08823												7	7	7	19	19	19	39.933	0	61.212	1367200000	100	0.771110023505197	0.878411674347158	0.00834560394287109	0.304392556199782	0.259669624161394	0.326568207440812	-0.0482559204101563	-1.24465444399786	0.0706901875454685	0.0811394302848576	-0.135195255279541	-2.19393744246003	0.14654348804865	0.100585651537335	-0.16160249710083	-1.66709268010576	0.2352307767749	0.535488796680498	-0.0566015243530273	-1.31912978612674	0.0670668355302768	0.169490373725934	-0.143540859222412	-2.23215457406549	0.135757627635429	0.152334146341463	-0.169948101043701	-1.72248427042985	0.260004144988441	0.65058064516129	-0.0869393348693848	-1.24367862392019	0.310737581565917	0.424383167220377	-0.113346576690674	-1.10688016482635	0.823069514602362	0.913314244810308	-0.0264072418212891	-0.23358925192745	Q96A49	Q96A49	Synapse-associated protein 1	SYAP1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.78442												1	1	1	9.2	9.2	9.2	13.188	0.0033799	2.5443	515380000	21	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.780444771001715	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.780142057893457	NaN	0	1.0000001	1	0	0	1	0.782834146341463	NaN	0	1	0.778795449043815	NaN	0	Q96A57	Q96A57	Transmembrane protein 230	TMEM230
25.58526	25.76501	25.62103	25.61091	25.8947	25.54784	25.70205	25.39888	25.62692	25.82206	25.66687	25.40493	25.5386	25.81331	25.58317	25.44787	25.58832	25.61167	25.33351	25.26256												12	12	12	17.4	17.4	17.4	110.5	0	34.677	1093400000	105	0.934846977199447	0.967610476830087	-0.00968694686889648	-0.0852357656565394	0.877076401050609	0.891764222069911	-0.0153555870056152	-0.161399479288771	0.590680632063003	0.558668679245283	-0.0498180389404297	-0.567938244342727	0.0899859610598542	0.0632310249307479	-0.196540832519531	-2.01931341064023	0.968265247670569	0.988896618357488	-0.00566864013671875	-0.0414719709329051	0.770753315552814	0.803662113587347	-0.0401310920715332	-0.304884276501857	0.225153566335496	0.230814512008176	-0.186853885650635	-1.35186302105524	0.776457551640849	0.929507537688442	-0.0344624519348145	-0.29703105688057	0.192569345354304	0.31359169550173	-0.181185245513916	-1.46766460574286	0.259464936723001	0.567511737089202	-0.146722793579102	-1.24525207359187	Q96A65	Q96A65	Exocyst complex component 4	EXOC4
26.96058	26.98142	26.82055	26.73518	27.03716	26.82323	26.74188	26.99992	26.78407	27.01041	26.5786	26.8435	26.97542	27.01095	26.74471	26.86207	26.80821	26.78194	26.60329	26.68512												5	5	1	40.5	40.5	6.1	17.276	0	28.22	2774900000	67	0.785327345532604	0.883821212121212	0.0261144638061523	0.284861192998524	0.53437445370822	0.596	-0.070289134979248	-0.65896612618436	0.786025031397406	0.755449528466643	0.0238518714904785	0.283906011411082	0.0848027275776118	0.0596537380550871	-0.154794216156006	-2.06215847386894	0.428927329563408	0.685030973451327	-0.0964035987854004	-0.848070170128052	0.981328855734294	0.983298668357641	-0.00226259231567383	-0.024394703163305	0.0766600645291347	0.0934098601913172	-0.180908679962158	-2.13516927972436	0.415228064184293	0.775391414141414	0.0941410064697266	0.874988962601521	0.433778078772781	0.537139336492891	-0.0845050811767578	-0.838690770637482	0.0579138471578745	0.283136283185841	-0.178646087646484	-2.3391169006931	Q96A72	Q96A72	Protein mago nashi homolog 2	MAGOHB
25.91616	26.04341	25.88264	25.85738	25.81311	25.97515	25.70922	25.78808	25.97681	26.16647	26.08125	25.81516	26.08335	26.0127	25.59312	25.78898	26.00676	25.96038	25.73446	25.58466												3	3	3	34.6	34.6	34.6	22.337	0	23.073	1284500000	44	0.186680327344094	0.504882175226586	-0.103505611419678	-1.49050169938213	0.361835918972757	0.430162376237624	0.0850281715393066	0.986825762726883	0.657829254431587	0.628353200883002	-0.0553641319274902	-0.465738294213313	0.372051254361797	0.276999605211212	-0.103333950042725	-0.964481918661852	0.0916932587808784	0.355024817518248	0.188533782958984	2.00574680086339	0.712703505854376	0.761171353580802	0.0481414794921875	0.386155243450231	0.998842637070892	1	0.000171661376953125	0.00151197327151077	0.337453884183776	0.719938596491228	-0.140392303466797	-1.0422614362519	0.180954433957978	0.301790070921986	-0.188362121582031	-1.51335938845959	0.758403685630982	0.881666413949962	-0.0479698181152344	-0.321961543843233	Q96AB3	Q96AB3	Isochorismatase domain-containing protein 2, mitochondrial	ISOC2
30.03852	29.96705	30.10149	30.02393	29.99402	29.96182	29.9982	29.94629	29.90799	29.8463	29.84259	29.98387	29.88838	29.87654	30.01079	29.95878	29.88903	29.84978	29.86046	29.87171				+			+				e_a;e_b	20	18	17	41.1	39.9	38.5	67.56	0	247.72	22711000000	442	0.106110612767619	0.383336956521739	-0.0576696395874023	-1.90040235754953	0.0188726469330446	0.0509688013136289	-0.137565612792969	-3.18847488397448	0.055744051781697	0.0674375	-0.0991268157958984	-2.36705929136973	0.0012412841297392	0.00255813953488372	-0.165007591247559	-5.7166789654228	0.0651175491937319	0.301496453900709	-0.0798959732055664	-2.25360765254892	0.267197483661331	0.407867647058824	-0.0414571762084961	-1.22295581905884	0.000392109733222065	0.00124064171122995	-0.107337951660156	-7.09988204520992	0.432651936051691	0.785473684210526	0.0384387969970703	0.840861396154277	0.452833193908209	0.5525430032543	-0.0274419784545898	-0.802567979748641	0.0896317112481017	0.344617563739377	-0.0658807754516602	-2.02216098872831	Q96AE4	Q96AE4	Far upstream element-binding protein 1	FUBP1
29.74293	29.86966	29.78717	29.77803	29.75602	29.7998	29.83753	29.75875	29.72714	29.76857	29.72324	29.5893	29.77147	29.79783	29.70027	29.49236	29.68861	29.65797	29.60056	29.55596				+			+				e_a;e_b	10	10	10	38.8	38.8	38.8	34.93	0	150.77	18853000000	262	0.852326611047128	0.923213232650126	-0.00642204284667969	-0.194334755905944	0.0986266251087687	0.155240632805995	-0.0923881530761719	-1.95315502099709	0.21069184649527	0.209322210636079	-0.103968143463135	-1.40122911396561	0.00553283724842302	0.00650960307298335	-0.168671607971191	-4.22463501523586	0.0954005147796282	0.362731428571429	-0.0859661102294922	-1.97714638181105	0.223256300405858	0.359944627554384	-0.0975461006164551	-1.3581728450225	0.00371353197902905	0.0117294332723949	-0.162249565124512	-4.59447202042144	0.888815945060264	0.964016568864342	-0.0115799903869629	-0.14585064938132	0.169879120700818	0.290138181818182	-0.0762834548950195	-1.55956595207462	0.422807647175111	0.698491728465488	-0.0647034645080566	-0.860015238246706	Q96AG4	Q96AG4	Leucine-rich repeat-containing protein 59	LRRC59
25.44386	25.34442	NaN	25.40717	25.22674	25.37398	NaN	NaN	25.24782	25.39031	25.45312	24.67325	25.30079	25.36139	NaN	NaN	25.25757	25.36433	25.10109	25.12337				+							e_a	2	2	2	12.3	12.3	12.3	24.927	0	7.4445	783280000	29	0.236283661881151	0.552169696969697	-0.0981225967407227	-1.4765704928054	0.372689792005612	0.44167501227295	-0.207355976104736	-0.978668648181767	0.221164854545942	0.21966855378281	-0.0673952102661133	-1.54014849387284	0.0590128979030473	0.0436829721362229	-0.186894416809082	-2.43504231821266	0.707115536696121	0.850486100079428	-0.109233379364014	-0.403653070729621	0.736708996582428	0.779582595870207	0.0307273864746094	0.385968026314294	0.436222657749253	0.416592169657423	-0.0887718200683594	-0.864199879035047	0.628436878421994	0.883641735918744	0.139960765838623	0.523267771806471	0.916980084811271	0.937874917709019	0.0204615592956543	0.10870587889377	0.273160212420441	0.583136121673004	-0.119499206542969	-1.26930169278715	Q96AT9;Q2QD12	Q96AT9;Q2QD12	Ribulose-phosphate 3-epimerase;Ribulose-phosphate 3-epimerase-like protein 1	RPE;RPEL1
28.08669	28.12987	28.09869	28.07291	28.12509	28.14715	28.19686	28.09532	28.1025	28.00737	27.97071	28.01068	28.06707	27.93921	28.01329	27.96939	28.02179	27.90455	27.93422	28.03149			+	+		+	+				d_a;d_b;e_a;e_b	13	13	13	25.1	25.1	25.1	64.244	0	43.306	5931900000	193	0.123539409362392	0.415148614609572	0.0440659523010254	1.79066304479837	0.0513377231901827	0.095512513601741	-0.074225902557373	-2.42748491028878	0.0166299706038786	0.0294487021013597	-0.0997962951660156	-3.28922093733157	0.010547963230848	0.01105	-0.124026775360107	-3.66250258072027	0.0153876567053696	0.113963636363636	-0.118291854858398	-3.35166207754768	0.00635745802919777	0.0364311926605505	-0.143862247467041	-4.09998722173584	0.00455326341721112	0.0140597539543058	-0.168092727661133	-4.40306989131389	0.541406502125754	0.846794208893485	-0.0255703926086426	-0.647283091244952	0.283344987531232	0.395435779816514	-0.0498008728027344	-1.17814326028585	0.585840667407116	0.786721296713192	-0.0242304801940918	-0.575551217010489	Q96AY3	Q96AY3	Peptidyl-prolyl cis-trans isomerase FKBP10	FKBP10
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.99049	NaN	NaN	NaN												2	2	2	10.1	10.1	10.1	30.039	0.0090128	1.8661	144430000	8	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.780253672869735	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.77995233463035	NaN	0	1.0000001	1	0	0	1	0.782643257742014	NaN	0	1	0.77860696999032	NaN	0	Q96B26	Q96B26	Exosome complex component RRP43	EXOSC8
25.39008	25.6408	25.1961	25.09985	25.4025	25.32089	25.19321	25.39093	25.49106	25.53273	25.50218	25.2281	25.45607	25.61209	25.08647	25.07883	25.62355	25.44481	25.04135	25.30549												2	2	2	10.5	10.5	10.5	27.383	0	10.249	951190000	44	0.971310690956391	0.988333660451423	-0.00482559204101563	-0.0374897986905255	0.470672388703812	0.53614734950584	0.106808662414551	0.769722711167742	0.900833108667914	0.88323828647925	-0.0233440399169922	-0.129976429491847	0.901606436927069	0.862064473246926	0.0220894813537598	0.128956245098494	0.239412388594907	0.541744855967078	0.111634254455566	1.30591437502736	0.900857546982537	0.910053767009625	-0.0185184478759766	-0.129944187757183	0.845039527606877	0.80243831060858	0.0269150733947754	0.204076799806738	0.423696225350065	0.781093847110006	-0.130152702331543	-0.858272917365852	0.571802303568548	0.644609162195625	-0.084719181060791	-0.597845275282657	0.811082206524963	0.908091205211726	0.045433521270752	0.249789733459833	Q96B36	Q96B36	Proline-rich AKT1 substrate 1	AKT1S1
26.84434	26.80501	26.77794	26.70081	26.67775	26.77656	26.65595	26.67681	26.53026	26.58806	26.59577	26.62255	26.48715	26.4946	26.54486	26.68913	26.56561	26.5932	26.64058	26.62812		+	+	+			+				c_a;d_a;e_a;e_b	10	10	10	26.5	26.5	26.5	73.125	0	129.41	2240800000	131	0.0806895565623204	0.328036979969183	-0.0852603912353516	-2.09809845290027	0.00152016445010046	0.00776543209876543	-0.197865009307861	-5.49625687481532	0.00644611126189044	0.0157482993197279	-0.228087425231934	-4.08767599133895	0.00236054822028221	0.00442276422764228	-0.175145149230957	-5.03841423588572	0.014863592174882	0.111815384615385	-0.11260461807251	-3.37968412084983	0.0385560225078911	0.122681440443213	-0.142827033996582	-2.63969779450602	0.0307169692584242	0.0492888888888889	-0.0898847579956055	-2.81096923938022	0.573018881214434	0.863842864246643	-0.0302224159240723	-0.595900408040369	0.412897318609326	0.516485258579024	0.0227198600769043	0.879634408238015	0.329052222428641	0.628990578734859	0.0529422760009766	1.06211464772815	Q96B97	Q96B97	SH3 domain-containing kinase-binding protein 1	SH3KBP1
23.7681	23.83413	23.73324	23.40821	23.96578	23.61605	23.76668	23.54215	23.56895	23.88707	23.58245	23.70472	23.63012	23.93661	22.86852	23.4891	23.74057	23.92985	23.6006	23.87895												2	2	2	6.5	6.5	6.5	51.218	0	5.0503	289940000	43	0.791973112938262	0.887249151903505	0.036747932434082	0.275774650804863	0.999213305421385	1	-0.000123500823974609	-0.00102773370492183	0.432963849308758	0.412513333333333	-0.204832077026367	-0.840259773608125	0.431076352012836	0.332067692307692	0.101574420928955	0.843905272153083	0.767335472484738	0.887376466136966	-0.0368714332580566	-0.309600075394844	0.35898201844772	0.487381509032944	-0.241580009460449	-0.99315710334175	0.606413941928805	0.565087179487179	0.064826488494873	0.543437301270645	0.419665238367955	0.778589855979962	-0.204708576202393	-0.866198733937527	0.367916060621334	0.479447354904982	0.10169792175293	0.97346779435325	0.24259965603877	0.546734959349593	0.306406497955322	1.29597885353565	Q96BH1	Q96BH1	E3 ubiquitin-protein ligase RNF25	RNF25
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.1772												1	1	1	2.8	2.8	2.8	44.845	0.00048239	3.2205	233000000	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.780062668298654	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.77976270362266	NaN	0	1.0000001	1	0	0	1	0.782452462213554	NaN	0	1	0.778418582143721	NaN	0	Q96BI1	Q96BI1	Solute carrier family 22 member 18	SLC22A18
24.39002	23.97158	24.43568	24.5809	NaN	NaN	24.33006	23.85481	24.17173	24.39878	24.05026	24.38146	24.11339	NaN	NaN	24.41177	24.21037	24.42669	24.46762	NaN												3	3	3	16.3	16.3	16.3	35.023	0	9.6525	377460000	27	0.360363954090001	0.653133069828722	-0.252110481262207	-1.03204199547371	0.568101682682497	0.627093710953769	-0.0939860343933105	-0.603776611414635	0.72415398324714	0.693339521599429	-0.0819664001464844	-0.378699163710334	0.893756068716863	0.850284953395473	0.0236819585164376	0.140491472678589	0.458314049313875	0.702984664198837	0.158124446868896	0.819905993404107	0.605904193416611	0.680864247859764	0.170144081115723	0.606413026673207	0.270984559743427	0.269316817532158	0.275792439778645	1.34598295367667	0.942320837353536	0.98172068511199	0.0120196342468262	0.077000515349172	0.372239787850497	0.482776927003573	0.117667992909748	0.979671908165066	0.536006254196241	0.762673724735322	0.105648358662922	0.696912274401542	Q96BJ3	Q96BJ3	Axin interactor, dorsalization-associated protein	AIDA
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.73283												4	1	1	31.2	4.8	4.8	21.416	0.0091648	1.8041	297750000	9	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.779871757219775	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.779573164803111	NaN	0	1.0000001	1	0	0	1	0.782261759688033	NaN	0	1	0.778230285437833	NaN	0	Q96BM9	Q96BM9	ADP-ribosylation factor-like protein 8A	ARL8A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.17492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												2	2	2	6.6	6.6	6.6	39.017	0.00048816	3.3585	63551000	1	1.0000001	1	0	0	1	0.90377994269341	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.904974169741697	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.89426936026936	NaN	0	1	0.782071150097466	NaN	0	1.0000001	1	0	0	Q96BW5	Q96BW5	Phosphotriesterase-related protein	PTER
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.35151	NaN												1	1	1	4.2	4.2	4.2	30.529	0.0068332	2.0346	127190000	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.779680939564473	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.779383718104496	NaN	0	1.0000001	1	0	0	1	0.781880633373934	NaN	0	1	0.77804207980653	NaN	0	Q96BZ8	Q96BZ8	Leukocyte receptor cluster member 1	LENG1
28.80983	28.78075	28.64134	28.73838	28.44774	28.42109	28.57593	28.71839	28.39791	28.42362	28.4287	28.66692	28.44601	28.3385	28.57478	28.66696	28.43667	28.40515	28.63627	28.57087		+	+	+							c_a;d_a;e_a	16	16	16	50.4	50.4	50.4	26.697	0	117.7	9415100000	283	0.0403969126730696	0.220282744282744	-0.201786994934082	-2.60487947534047	0.0111940140614103	0.0368379446640316	-0.263287544250488	-3.61274748627734	0.0267224862430735	0.039609243697479	-0.23601770401001	-2.9173745823558	0.0129710509812332	0.0121321671525753	-0.23033618927002	-3.49077895870706	0.531948284896449	0.756305019305019	-0.0615005493164063	-0.663019694828112	0.741784229976083	0.783362233651727	-0.0342307090759277	-0.345115527930038	0.755151805102213	0.706971153846154	-0.0285491943359375	-0.326476037950691	0.785144462817134	0.934827956989247	0.0272698402404785	0.28511162190421	0.706464802156191	0.757099774943736	0.0329513549804688	0.395054199900951	0.951983682413063	0.975066538090646	0.00568151473999023	0.0627763162071582	Q96C19;Q9BUP0	Q96C19	EF-hand domain-containing protein D2	EFHD2
